state,district,year,month,rain
AndhraPradesh,Adilabad,2016,November,56.1
AndhraPradesh,Adilabad,2016,December,4
AndhraPradesh,Anantapur,2010,January,10.8
AndhraPradesh,Anantapur,2010,February,0
AndhraPradesh,Anantapur,2010,March,6
AndhraPradesh,Anantapur,2010,April,34.9
AndhraPradesh,Anantapur,2010,May,124.2
AndhraPradesh,Anantapur,2010,June,11.9
AndhraPradesh,Anantapur,2010,July,105.5
AndhraPradesh,Anantapur,2010,August,22
AndhraPradesh,Anantapur,2010,September,158.5
AndhraPradesh,Anantapur,2010,October,78.3
AndhraPradesh,Anantapur,2010,November,12.4
AndhraPradesh,Anantapur,2010,December,0
AndhraPradesh,Anantapur,2011,January,1.4
AndhraPradesh,Anantapur,2011,February,9
AndhraPradesh,Anantapur,2011,March,3.9
AndhraPradesh,Anantapur,2011,April,32.3
AndhraPradesh,Anantapur,2011,May,79
AndhraPradesh,Anantapur,2011,June,52
AndhraPradesh,Anantapur,2011,July,135.8
AndhraPradesh,Anantapur,2011,August,134.5
AndhraPradesh,Anantapur,2011,September,142.9
AndhraPradesh,Anantapur,2011,October,181.9
AndhraPradesh,Anantapur,2011,November,36.1
AndhraPradesh,Anantapur,2011,December,10.9
AndhraPradesh,Anantapur,2012,January,0
AndhraPradesh,Anantapur,2012,February,0
AndhraPradesh,Anantapur,2012,March,38.4
AndhraPradesh,Anantapur,2012,April,8.3
AndhraPradesh,Anantapur,2012,May,86.8
AndhraPradesh,Anantapur,2012,June,81.1
AndhraPradesh,Anantapur,2012,July,27.3
AndhraPradesh,Anantapur,2012,August,11.4
AndhraPradesh,Anantapur,2012,September,80.4
AndhraPradesh,Anantapur,2012,October,67.5
AndhraPradesh,Anantapur,2012,November,92.4
AndhraPradesh,Anantapur,2012,December,1
AndhraPradesh,Anantapur,2013,January,0
AndhraPradesh,Anantapur,2013,February,0
AndhraPradesh,Anantapur,2013,March,0
AndhraPradesh,Anantapur,2013,April,1.5
AndhraPradesh,Anantapur,2013,May,13
AndhraPradesh,Anantapur,2013,June,171.4
AndhraPradesh,Anantapur,2013,July,63.1
AndhraPradesh,Anantapur,2013,August,119.9
AndhraPradesh,Anantapur,2013,September,182.6
AndhraPradesh,Anantapur,2013,October,115
AndhraPradesh,Anantapur,2013,November,8.1
AndhraPradesh,Anantapur,2013,December,15.3
AndhraPradesh,Anantapur,2014,January,0
AndhraPradesh,Anantapur,2014,February,25.2
AndhraPradesh,Anantapur,2014,March,116.7
AndhraPradesh,Anantapur,2014,April,0
AndhraPradesh,Anantapur,2014,May,63
AndhraPradesh,Anantapur,2014,June,61.7
AndhraPradesh,Anantapur,2014,July,108
AndhraPradesh,Anantapur,2014,August,124.2
AndhraPradesh,Anantapur,2014,September,193.7
AndhraPradesh,Anantapur,2014,October,130.3
AndhraPradesh,Anantapur,2014,November,42.1
AndhraPradesh,Anantapur,2014,December,2.2
AndhraPradesh,Anantapur,2015,January,0.4
AndhraPradesh,Anantapur,2015,February,0
AndhraPradesh,Anantapur,2015,March,2.7
AndhraPradesh,Anantapur,2015,April,6.3
AndhraPradesh,Anantapur,2015,May,77.5
AndhraPradesh,Anantapur,2015,June,50.8
AndhraPradesh,Anantapur,2015,July,10.2
AndhraPradesh,Anantapur,2015,August,100.9
AndhraPradesh,Anantapur,2015,September,203.1
AndhraPradesh,Anantapur,2015,October,64
AndhraPradesh,Anantapur,2015,November,66.6
AndhraPradesh,Anantapur,2015,December,2.8
AndhraPradesh,Anantapur,2016,January,26.9
AndhraPradesh,Anantapur,2016,February,0
AndhraPradesh,Anantapur,2016,March,0
AndhraPradesh,Anantapur,2016,April,47.1
AndhraPradesh,Anantapur,2016,May,106.2
AndhraPradesh,Anantapur,2016,June,75.1
AndhraPradesh,Anantapur,2016,July,109
AndhraPradesh,Anantapur,2016,August,172.6
AndhraPradesh,Anantapur,2016,September,75
AndhraPradesh,Anantapur,2016,October,76.4
AndhraPradesh,Anantapur,2016,November,162.2
AndhraPradesh,Anantapur,2016,December,3.3
AndhraPradesh,Chittor,2010,January,3.8
AndhraPradesh,Chittor,2010,February,2.5
AndhraPradesh,Chittor,2010,March,2.9
AndhraPradesh,Chittor,2010,April,33.8
AndhraPradesh,Chittor,2010,May,184.1
AndhraPradesh,Chittor,2010,June,35.3
AndhraPradesh,Chittor,2010,July,97.3
AndhraPradesh,Chittor,2010,August,19.6
AndhraPradesh,Chittor,2010,September,200.6
AndhraPradesh,Chittor,2010,October,150.5
AndhraPradesh,Chittor,2010,November,79.8
AndhraPradesh,Chittor,2010,December,0
AndhraPradesh,Chittor,2011,January,0
AndhraPradesh,Chittor,2011,February,27.1
AndhraPradesh,Chittor,2011,March,13
AndhraPradesh,Chittor,2011,April,59.4
AndhraPradesh,Chittor,2011,May,78.8
AndhraPradesh,Chittor,2011,June,105.3
AndhraPradesh,Chittor,2011,July,109.1
AndhraPradesh,Chittor,2011,August,155.5
AndhraPradesh,Chittor,2011,September,203.3
AndhraPradesh,Chittor,2011,October,365.2
AndhraPradesh,Chittor,2011,November,286.2
AndhraPradesh,Chittor,2011,December,141
AndhraPradesh,Chittor,2012,January,1.5
AndhraPradesh,Chittor,2012,February,0
AndhraPradesh,Chittor,2012,March,48
AndhraPradesh,Chittor,2012,April,20.6
AndhraPradesh,Chittor,2012,May,80.6
AndhraPradesh,Chittor,2012,June,123.4
AndhraPradesh,Chittor,2012,July,17
AndhraPradesh,Chittor,2012,August,96.8
AndhraPradesh,Chittor,2012,September,141.5
AndhraPradesh,Chittor,2012,October,161.2
AndhraPradesh,Chittor,2012,November,115.1
AndhraPradesh,Chittor,2012,December,38.9
AndhraPradesh,Chittor,2013,January,0
AndhraPradesh,Chittor,2013,February,2.9
AndhraPradesh,Chittor,2013,March,0
AndhraPradesh,Chittor,2013,April,26.7
AndhraPradesh,Chittor,2013,May,66.2
AndhraPradesh,Chittor,2013,June,101.1
AndhraPradesh,Chittor,2013,July,141.8
AndhraPradesh,Chittor,2013,August,200.7
AndhraPradesh,Chittor,2013,September,115.5
AndhraPradesh,Chittor,2013,October,214.4
AndhraPradesh,Chittor,2013,November,55.4
AndhraPradesh,Chittor,2013,December,167.5
AndhraPradesh,Chittor,2014,January,15.9
AndhraPradesh,Chittor,2014,February,3.4
AndhraPradesh,Chittor,2014,March,51.7
AndhraPradesh,Chittor,2014,April,3.1
AndhraPradesh,Chittor,2014,May,78.5
AndhraPradesh,Chittor,2014,June,37.6
AndhraPradesh,Chittor,2014,July,99.6
AndhraPradesh,Chittor,2014,August,82.7
AndhraPradesh,Chittor,2014,September,146.6
AndhraPradesh,Chittor,2014,October,170.3
AndhraPradesh,Chittor,2014,November,253.1
AndhraPradesh,Chittor,2014,December,10.8
AndhraPradesh,Chittor,2015,January,1.3
AndhraPradesh,Chittor,2015,February,0
AndhraPradesh,Chittor,2015,March,0.3
AndhraPradesh,Chittor,2015,April,5.1
AndhraPradesh,Chittor,2015,May,54.8
AndhraPradesh,Chittor,2015,June,63.4
AndhraPradesh,Chittor,2015,July,31.8
AndhraPradesh,Chittor,2015,August,154.2
AndhraPradesh,Chittor,2015,September,148.7
AndhraPradesh,Chittor,2015,October,47.5
AndhraPradesh,Chittor,2015,November,188.1
AndhraPradesh,Chittor,2015,December,59.2
AndhraPradesh,Chittor,2016,January,2.1
AndhraPradesh,Chittor,2016,February,0
AndhraPradesh,Chittor,2016,March,1.3
AndhraPradesh,Chittor,2016,April,17.3
AndhraPradesh,Chittor,2016,May,107.1
AndhraPradesh,Chittor,2016,June,94.7
AndhraPradesh,Chittor,2016,July,162.3
AndhraPradesh,Chittor,2016,August,150.1
AndhraPradesh,Chittor,2016,September,123
AndhraPradesh,Chittor,2016,October,101.8
AndhraPradesh,Chittor,2016,November,248.9
AndhraPradesh,Chittor,2016,December,70.9
AndhraPradesh,Cuddapah,2010,January,0
AndhraPradesh,Cuddapah,2010,February,0.2
AndhraPradesh,Cuddapah,2010,March,8.7
AndhraPradesh,Cuddapah,2010,April,26.3
AndhraPradesh,Cuddapah,2010,May,146.1
AndhraPradesh,Cuddapah,2010,June,22.8
AndhraPradesh,Cuddapah,2010,July,134
AndhraPradesh,Cuddapah,2010,August,12.9
AndhraPradesh,Cuddapah,2010,September,181.7
AndhraPradesh,Cuddapah,2010,October,74.5
AndhraPradesh,Cuddapah,2010,November,25.3
AndhraPradesh,Cuddapah,2010,December,0
AndhraPradesh,Cuddapah,2011,January,0
AndhraPradesh,Cuddapah,2011,February,4.4
AndhraPradesh,Cuddapah,2011,March,5
AndhraPradesh,Cuddapah,2011,April,26.6
AndhraPradesh,Cuddapah,2011,May,39.4
AndhraPradesh,Cuddapah,2011,June,37.8
AndhraPradesh,Cuddapah,2011,July,125.9
AndhraPradesh,Cuddapah,2011,August,96.2
AndhraPradesh,Cuddapah,2011,September,69
AndhraPradesh,Cuddapah,2011,October,333.9
AndhraPradesh,Cuddapah,2011,November,91.8
AndhraPradesh,Cuddapah,2011,December,39.6
AndhraPradesh,Cuddapah,2012,January,0
AndhraPradesh,Cuddapah,2012,February,0
AndhraPradesh,Cuddapah,2012,March,35.6
AndhraPradesh,Cuddapah,2012,April,3.8
AndhraPradesh,Cuddapah,2012,May,67.5
AndhraPradesh,Cuddapah,2012,June,43.1
AndhraPradesh,Cuddapah,2012,July,57.1
AndhraPradesh,Cuddapah,2012,August,45.9
AndhraPradesh,Cuddapah,2012,September,162.8
AndhraPradesh,Cuddapah,2012,October,40.2
AndhraPradesh,Cuddapah,2012,November,58.3
AndhraPradesh,Cuddapah,2012,December,13.1
AndhraPradesh,Cuddapah,2013,January,0
AndhraPradesh,Cuddapah,2013,February,0
AndhraPradesh,Cuddapah,2013,March,0
AndhraPradesh,Cuddapah,2013,April,14.7
AndhraPradesh,Cuddapah,2013,May,25.2
AndhraPradesh,Cuddapah,2013,June,204.4
AndhraPradesh,Cuddapah,2013,July,52.2
AndhraPradesh,Cuddapah,2013,August,187.9
AndhraPradesh,Cuddapah,2013,September,186
AndhraPradesh,Cuddapah,2013,October,189.5
AndhraPradesh,Cuddapah,2013,November,32.2
AndhraPradesh,Cuddapah,2013,December,18.7
AndhraPradesh,Cuddapah,2014,January,0
AndhraPradesh,Cuddapah,2014,February,33.7
AndhraPradesh,Cuddapah,2014,March,47.6
AndhraPradesh,Cuddapah,2014,April,0
AndhraPradesh,Cuddapah,2014,May,26.7
AndhraPradesh,Cuddapah,2014,June,8.9
AndhraPradesh,Cuddapah,2014,July,45.1
AndhraPradesh,Cuddapah,2014,August,97.9
AndhraPradesh,Cuddapah,2014,September,107.1
AndhraPradesh,Cuddapah,2014,October,95.3
AndhraPradesh,Cuddapah,2014,November,185
AndhraPradesh,Cuddapah,2014,December,1.4
AndhraPradesh,Cuddapah,2015,January,0.1
AndhraPradesh,Cuddapah,2015,February,0
AndhraPradesh,Cuddapah,2015,March,3.2
AndhraPradesh,Cuddapah,2015,April,2.4
AndhraPradesh,Cuddapah,2015,May,50
AndhraPradesh,Cuddapah,2015,June,48
AndhraPradesh,Cuddapah,2015,July,23.9
AndhraPradesh,Cuddapah,2015,August,146.2
AndhraPradesh,Cuddapah,2015,September,150.7
AndhraPradesh,Cuddapah,2015,October,18.7
AndhraPradesh,Cuddapah,2015,November,123.3
AndhraPradesh,Cuddapah,2015,December,25.1
AndhraPradesh,Cuddapah,2016,January,0
AndhraPradesh,Cuddapah,2016,February,2.3
AndhraPradesh,Cuddapah,2016,March,0
AndhraPradesh,Cuddapah,2016,April,13.9
AndhraPradesh,Cuddapah,2016,May,51.9
AndhraPradesh,Cuddapah,2016,June,122.1
AndhraPradesh,Cuddapah,2016,July,160.1
AndhraPradesh,Cuddapah,2016,August,139.6
AndhraPradesh,Cuddapah,2016,September,82.7
AndhraPradesh,Cuddapah,2016,October,74.9
AndhraPradesh,Cuddapah,2016,November,213.5
AndhraPradesh,Cuddapah,2016,December,38.7
AndhraPradesh,EastGodavari,2010,January,5
AndhraPradesh,EastGodavari,2010,February,1.9
AndhraPradesh,EastGodavari,2010,March,0
AndhraPradesh,EastGodavari,2010,April,33.7
AndhraPradesh,EastGodavari,2010,May,60.4
AndhraPradesh,EastGodavari,2010,June,154.4
AndhraPradesh,EastGodavari,2010,July,208.6
AndhraPradesh,EastGodavari,2010,August,216.4
AndhraPradesh,EastGodavari,2010,September,155.3
AndhraPradesh,EastGodavari,2010,October,147
AndhraPradesh,EastGodavari,2010,November,0.4
AndhraPradesh,EastGodavari,2010,December,0.2
AndhraPradesh,EastGodavari,2011,January,6.2
AndhraPradesh,EastGodavari,2011,February,6.2
AndhraPradesh,EastGodavari,2011,March,8.5
AndhraPradesh,EastGodavari,2011,April,55
AndhraPradesh,EastGodavari,2011,May,25.3
AndhraPradesh,EastGodavari,2011,June,115.8
AndhraPradesh,EastGodavari,2011,July,179.7
AndhraPradesh,EastGodavari,2011,August,103.6
AndhraPradesh,EastGodavari,2011,September,545.6
AndhraPradesh,EastGodavari,2011,October,362
AndhraPradesh,EastGodavari,2011,November,19.9
AndhraPradesh,EastGodavari,2011,December,0
AndhraPradesh,EastGodavari,2012,January,0
AndhraPradesh,EastGodavari,2012,February,0
AndhraPradesh,EastGodavari,2012,March,8.9
AndhraPradesh,EastGodavari,2012,April,61.8
AndhraPradesh,EastGodavari,2012,May,66.4
AndhraPradesh,EastGodavari,2012,June,98.4
AndhraPradesh,EastGodavari,2012,July,107
AndhraPradesh,EastGodavari,2012,August,288.8
AndhraPradesh,EastGodavari,2012,September,229.9
AndhraPradesh,EastGodavari,2012,October,277.8
AndhraPradesh,EastGodavari,2012,November,45
AndhraPradesh,EastGodavari,2012,December,0
AndhraPradesh,EastGodavari,2013,January,0
AndhraPradesh,EastGodavari,2013,February,10.5
AndhraPradesh,EastGodavari,2013,March,0.8
AndhraPradesh,EastGodavari,2013,April,16.2
AndhraPradesh,EastGodavari,2013,May,26.1
AndhraPradesh,EastGodavari,2013,June,221.8
AndhraPradesh,EastGodavari,2013,July,163.6
AndhraPradesh,EastGodavari,2013,August,182.6
AndhraPradesh,EastGodavari,2013,September,348.5
AndhraPradesh,EastGodavari,2013,October,167.6
AndhraPradesh,EastGodavari,2013,November,8.7
AndhraPradesh,EastGodavari,2013,December,1.3
AndhraPradesh,EastGodavari,2014,January,0
AndhraPradesh,EastGodavari,2014,February,49.8
AndhraPradesh,EastGodavari,2014,March,109.2
AndhraPradesh,EastGodavari,2014,April,8.8
AndhraPradesh,EastGodavari,2014,May,50.1
AndhraPradesh,EastGodavari,2014,June,179.3
AndhraPradesh,EastGodavari,2014,July,212.1
AndhraPradesh,EastGodavari,2014,August,280
AndhraPradesh,EastGodavari,2014,September,96.6
AndhraPradesh,EastGodavari,2014,October,75.7
AndhraPradesh,EastGodavari,2014,November,60.2
AndhraPradesh,EastGodavari,2014,December,1.7
AndhraPradesh,EastGodavari,2015,January,0.1
AndhraPradesh,EastGodavari,2015,February,0
AndhraPradesh,EastGodavari,2015,March,1.3
AndhraPradesh,EastGodavari,2015,April,6
AndhraPradesh,EastGodavari,2015,May,43.8
AndhraPradesh,EastGodavari,2015,June,22.4
AndhraPradesh,EastGodavari,2015,July,173
AndhraPradesh,EastGodavari,2015,August,125.3
AndhraPradesh,EastGodavari,2015,September,120.1
AndhraPradesh,EastGodavari,2015,October,59.4
AndhraPradesh,EastGodavari,2015,November,56
AndhraPradesh,EastGodavari,2015,December,0.3
AndhraPradesh,EastGodavari,2016,January,1.6
AndhraPradesh,EastGodavari,2016,February,0
AndhraPradesh,EastGodavari,2016,March,0.4
AndhraPradesh,EastGodavari,2016,April,10.9
AndhraPradesh,EastGodavari,2016,May,174.7
AndhraPradesh,EastGodavari,2016,June,167.9
AndhraPradesh,EastGodavari,2016,July,350.4
AndhraPradesh,EastGodavari,2016,August,247.7
AndhraPradesh,EastGodavari,2016,September,170.6
AndhraPradesh,EastGodavari,2016,October,242.4
AndhraPradesh,EastGodavari,2016,November,407.4
AndhraPradesh,EastGodavari,2016,December,134.8
AndhraPradesh,Guntur,2010,January,3.5
AndhraPradesh,Guntur,2010,February,0.4
AndhraPradesh,Guntur,2010,March,7
AndhraPradesh,Guntur,2010,April,9.4
AndhraPradesh,Guntur,2010,May,61.4
AndhraPradesh,Guntur,2010,June,102.9
AndhraPradesh,Guntur,2010,July,192.2
AndhraPradesh,Guntur,2010,August,47.5
AndhraPradesh,Guntur,2010,September,183.7
AndhraPradesh,Guntur,2010,October,132.8
AndhraPradesh,Guntur,2010,November,18.7
AndhraPradesh,Guntur,2010,December,0
AndhraPradesh,Guntur,2011,January,0.3
AndhraPradesh,Guntur,2011,February,5.2
AndhraPradesh,Guntur,2011,March,4.7
AndhraPradesh,Guntur,2011,April,7.6
AndhraPradesh,Guntur,2011,May,63.3
AndhraPradesh,Guntur,2011,June,22.2
AndhraPradesh,Guntur,2011,July,236
AndhraPradesh,Guntur,2011,August,76.2
AndhraPradesh,Guntur,2011,September,277.9
AndhraPradesh,Guntur,2011,October,237.4
AndhraPradesh,Guntur,2011,November,18.6
AndhraPradesh,Guntur,2011,December,3.3
AndhraPradesh,Guntur,2012,January,0
AndhraPradesh,Guntur,2012,February,0
AndhraPradesh,Guntur,2012,March,45.2
AndhraPradesh,Guntur,2012,April,73.6
AndhraPradesh,Guntur,2012,May,63.6
AndhraPradesh,Guntur,2012,June,86.5
AndhraPradesh,Guntur,2012,July,52.6
AndhraPradesh,Guntur,2012,August,78.9
AndhraPradesh,Guntur,2012,September,148
AndhraPradesh,Guntur,2012,October,238.8
AndhraPradesh,Guntur,2012,November,65.4
AndhraPradesh,Guntur,2012,December,0
AndhraPradesh,Guntur,2013,January,0
AndhraPradesh,Guntur,2013,February,12.1
AndhraPradesh,Guntur,2013,March,0
AndhraPradesh,Guntur,2013,April,15.4
AndhraPradesh,Guntur,2013,May,32.8
AndhraPradesh,Guntur,2013,June,243.6
AndhraPradesh,Guntur,2013,July,167.3
AndhraPradesh,Guntur,2013,August,157.7
AndhraPradesh,Guntur,2013,September,222.5
AndhraPradesh,Guntur,2013,October,115.7
AndhraPradesh,Guntur,2013,November,40.8
AndhraPradesh,Guntur,2013,December,0.7
AndhraPradesh,Guntur,2014,January,0.4
AndhraPradesh,Guntur,2014,February,45.3
AndhraPradesh,Guntur,2014,March,84.1
AndhraPradesh,Guntur,2014,April,5.3
AndhraPradesh,Guntur,2014,May,2.5
AndhraPradesh,Guntur,2014,June,95
AndhraPradesh,Guntur,2014,July,178.7
AndhraPradesh,Guntur,2014,August,297.5
AndhraPradesh,Guntur,2014,September,78.8
AndhraPradesh,Guntur,2014,October,39.3
AndhraPradesh,Guntur,2014,November,133.3
AndhraPradesh,Guntur,2014,December,4.3
AndhraPradesh,Guntur,2015,January,0
AndhraPradesh,Guntur,2015,February,0
AndhraPradesh,Guntur,2015,March,5
AndhraPradesh,Guntur,2015,April,0
AndhraPradesh,Guntur,2015,May,55
AndhraPradesh,Guntur,2015,June,33.2
AndhraPradesh,Guntur,2015,July,27.1
AndhraPradesh,Guntur,2015,August,227
AndhraPradesh,Guntur,2015,September,142.5
AndhraPradesh,Guntur,2015,October,64.8
AndhraPradesh,Guntur,2015,November,84.3
AndhraPradesh,Guntur,2015,December,4.7
AndhraPradesh,Guntur,2016,January,8.6
AndhraPradesh,Guntur,2016,February,0
AndhraPradesh,Guntur,2016,March,0
AndhraPradesh,Guntur,2016,April,9.2
AndhraPradesh,Guntur,2016,May,165.3
AndhraPradesh,Guntur,2016,June,124.2
AndhraPradesh,Guntur,2016,July,349
AndhraPradesh,Guntur,2016,August,229.5
AndhraPradesh,Guntur,2016,September,233.9
AndhraPradesh,Guntur,2016,October,141.7
AndhraPradesh,Guntur,2016,November,104.9
AndhraPradesh,Guntur,2016,December,118.8
AndhraPradesh,Hyderabad,2010,January,39.5
AndhraPradesh,Hyderabad,2010,February,0.6
AndhraPradesh,Hyderabad,2010,March,32.4
AndhraPradesh,Hyderabad,2010,April,59
AndhraPradesh,Hyderabad,2010,May,41.9
AndhraPradesh,Hyderabad,2010,June,29.4
AndhraPradesh,Hyderabad,2010,July,221.4
AndhraPradesh,Hyderabad,2010,August,68.7
AndhraPradesh,Hyderabad,2010,September,118.2
AndhraPradesh,Hyderabad,2010,October,72.8
AndhraPradesh,Hyderabad,2010,November,0.2
AndhraPradesh,Hyderabad,2010,December,0
AndhraPradesh,Hyderabad,2011,January,40
AndhraPradesh,Hyderabad,2011,February,10.3
AndhraPradesh,Hyderabad,2011,March,18.7
AndhraPradesh,Hyderabad,2011,April,24.8
AndhraPradesh,Hyderabad,2011,May,21.8
AndhraPradesh,Hyderabad,2011,June,88.9
AndhraPradesh,Hyderabad,2011,July,369.7
AndhraPradesh,Hyderabad,2011,August,115.4
AndhraPradesh,Hyderabad,2011,September,220.6
AndhraPradesh,Hyderabad,2011,October,221.7
AndhraPradesh,Hyderabad,2011,November,0
AndhraPradesh,Hyderabad,2011,December,0
AndhraPradesh,Hyderabad,2012,January,0
AndhraPradesh,Hyderabad,2012,February,0
AndhraPradesh,Hyderabad,2012,March,41.6
AndhraPradesh,Hyderabad,2012,April,67.9
AndhraPradesh,Hyderabad,2012,May,100.3
AndhraPradesh,Hyderabad,2012,June,78.7
AndhraPradesh,Hyderabad,2012,July,156.1
AndhraPradesh,Hyderabad,2012,August,225.9
AndhraPradesh,Hyderabad,2012,September,201.1
AndhraPradesh,Hyderabad,2012,October,17.8
AndhraPradesh,Hyderabad,2012,November,33.5
AndhraPradesh,Hyderabad,2012,December,0
AndhraPradesh,Hyderabad,2013,January,0
AndhraPradesh,Hyderabad,2013,February,0
AndhraPradesh,Hyderabad,2013,March,0
AndhraPradesh,Hyderabad,2013,April,36.1
AndhraPradesh,Hyderabad,2013,May,16.9
AndhraPradesh,Hyderabad,2013,June,117.2
AndhraPradesh,Hyderabad,2013,July,96.9
AndhraPradesh,Hyderabad,2013,August,194
AndhraPradesh,Hyderabad,2013,September,250
AndhraPradesh,Hyderabad,2013,October,18.1
AndhraPradesh,Hyderabad,2013,November,22.4
AndhraPradesh,Hyderabad,2013,December,0
AndhraPradesh,Hyderabad,2014,January,0
AndhraPradesh,Hyderabad,2014,February,75.4
AndhraPradesh,Hyderabad,2014,March,150
AndhraPradesh,Hyderabad,2014,April,20.5
AndhraPradesh,Hyderabad,2014,May,13.3
AndhraPradesh,Hyderabad,2014,June,60
AndhraPradesh,Hyderabad,2014,July,88.1
AndhraPradesh,Hyderabad,2014,August,471.8
AndhraPradesh,Hyderabad,2014,September,204.1
AndhraPradesh,Hyderabad,2014,October,61.8
AndhraPradesh,Hyderabad,2014,November,47.3
AndhraPradesh,Hyderabad,2014,December,0
AndhraPradesh,Hyderabad,2015,January,0
AndhraPradesh,Hyderabad,2015,February,0
AndhraPradesh,Hyderabad,2015,March,1.1
AndhraPradesh,Hyderabad,2015,April,20
AndhraPradesh,Hyderabad,2015,May,17.7
AndhraPradesh,Hyderabad,2015,June,62.5
AndhraPradesh,Hyderabad,2015,July,51.6
AndhraPradesh,Hyderabad,2015,August,303.7
AndhraPradesh,Hyderabad,2015,September,144.7
AndhraPradesh,Hyderabad,2015,October,74.2
AndhraPradesh,Hyderabad,2015,November,28.7
AndhraPradesh,Hyderabad,2015,December,3
AndhraPradesh,Hyderabad,2016,January,9.6
AndhraPradesh,Hyderabad,2016,February,4.1
AndhraPradesh,Hyderabad,2016,March,3.4
AndhraPradesh,Hyderabad,2016,April,0.4
AndhraPradesh,Hyderabad,2016,May,17.3
AndhraPradesh,Hyderabad,2016,June,149.2
AndhraPradesh,Hyderabad,2016,July,345.6
AndhraPradesh,Hyderabad,2016,August,246.5
AndhraPradesh,Hyderabad,2016,September,240.9
AndhraPradesh,Hyderabad,2016,October,53.1
AndhraPradesh,Hyderabad,2016,November,43
AndhraPradesh,Hyderabad,2016,December,14.3
AndhraPradesh,Karimnagar,2010,January,74.9
AndhraPradesh,Karimnagar,2010,February,39.5
AndhraPradesh,Karimnagar,2010,March,3.7
AndhraPradesh,Karimnagar,2010,April,60.3
AndhraPradesh,Karimnagar,2010,May,30.4
