File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011193_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-07-12,273020.0,-180.0,179.99,"(-180.0,179.99)",-60.9131,94.442,8919.2909,14.9,179.99,11.29,-180.0,-164.65
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011209_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-07-28,273053.0,-180.0,179.99,"(-180.0,179.99)",5.5887,128.3206,16466.1831,164.27,179.99,5.73,-180.0,-167.03
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011225_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-08-13,273088.0,-180.0,179.97,"(-180.0,179.97)",73.186,87.9877,7741.8437,169.64,179.97,-1.46,-180.0,-6.2
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011241_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-08-29,273018.0,-179.89,179.86,"(-179.89,179.86)",69.8958,83.2276,6926.8318,147.61,179.86,143.52,-179.89,-17.81
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011257_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-09-14,272832.0,-179.88,179.73,"(-179.88,179.73)",64.4921,84.6361,7163.2642,136.96,179.73,130.94,-179.88,-32.99
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011273_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-09-30,273082.0,-175.08,177.4,"(-175.08,177.4)",-22.2612,57.1875,3270.4127,-41.56,-36.26,-43.1,-50.41,-45.1
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011289_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-10-16,273152.0,-179.83,179.98,"(-179.83,179.98)",61.8992,83.3204,6942.2846,125.28,179.98,121.01,-179.83,-49.39
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011305_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-11-01,273223.0,-174.18,179.58,"(-174.18,179.58)",53.8027,84.5935,7156.0565,120.91,179.58,117.93,-174.18,-53.76
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011321_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-11-17,273010.0,-174.7,178.34,"(-174.7,178.34)",89.8553,64.4115,4148.8369,120.42,131.31,118.32,102.27,113.16
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011337_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-12-03,272929.0,-179.85,179.98,"(-179.85,179.98)",21.9494,86.0943,7412.2231,118.19,179.98,-47.16,-179.85,-56.04
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2011353_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2011-12-19,273291.0,-178.21,179.27,"(-178.21,179.27)",42.5269,86.8606,7544.7678,121.47,179.27,117.81,-178.21,-53.14
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012001_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-01-01,272924.0,-178.27,170.09,"(-178.27,170.09)",38.6306,87.6107,7675.6286,124.18,170.09,110.39,-178.27,-51.7
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012017_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-01-17,273096.0,-175.94,173.62,"(-175.94,173.62)",30.9073,86.6482,7507.9154,125.89,173.62,-41.6,-175.94,-48.77
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012033_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-02-02,273062.0,-172.63,178.13,"(-172.63,178.13)",82.5239,77.7581,6046.3237,132.67,178.13,129.45,-172.63,-37.8475
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012049_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-02-18,273003.0,-179.98,179.89,"(-179.98,179.89)",69.391,84.5391,7146.8678,136.45,179.89,131.68,-179.98,-38.0
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012065_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-03-05,273078.0,-179.73,179.42,"(-179.73,179.42)",69.7695,85.423,7297.085,141.62,179.42,134.18,-179.73,-32.19
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012081_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-03-21,273267.0,-180.0,179.83,"(-180.0,179.83)",56.7994,87.3881,7636.6827,148.13,179.83,0.2,-180.0,-25.23
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012097_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-04-06,273151.0,-179.89,179.98,"(-179.89,179.98)",64.1124,88.0726,7756.7795,156.18,179.98,8.53,-179.89,-19.25
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012113_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-04-22,273137.0,-180.0,179.99,"(-180.0,179.99)",82.3553,95.3257,9086.9971,169.85,179.99,150.54,-180.0,-6.11
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012129_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-05-08,273138.0,-180.0,179.99,"(-180.0,179.99)",-59.4004,122.7081,15057.2741,13.12,179.99,-22.66,-180.0,-172.7
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012145_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-05-24,273051.0,-179.99,179.97,"(-179.99,179.97)",-61.9149,98.9153,9784.2279,17.65,179.97,10.99,-179.99,-162.45
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012161_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-06-09,273050.0,-179.98,179.96,"(-179.98,179.96)",-12.2643,71.094,5054.3539,22.13,28.23,20.32,11.96,18.06
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012177_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-06-25,273019.0,-180.0,179.99,"(-180.0,179.99)",-60.5317,90.9761,8276.6458,21.03,179.99,15.49,-180.0,-154.74
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012193_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-07-11,273089.0,-179.98,179.98,"(-179.98,179.98)",-89.3034,90.2434,8143.8693,14.7,179.98,-158.98,-179.98,-162.51
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012209_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-07-27,273015.0,-180.0,179.99,"(-180.0,179.99)",-51.1316,97.5645,9518.824,5.77,179.99,2.3,-180.0,-174.41
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012225_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-08-12,273081.0,-180.0,179.98,"(-180.0,179.98)",85.1595,83.4122,6957.5965,159.97,179.98,154.98,-180.0,-4.29
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012241_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-08-28,273019.0,-179.95,179.56,"(-179.95,179.56)",69.3153,81.9534,6716.3613,146.23,179.56,137.75,-179.95,-17.03
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012257_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-09-13,273099.0,-178.68,177.35,"(-178.68,177.35)",45.9979,83.3704,6950.6156,133.69,177.35,-28.75,-178.68,-32.57
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012273_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-09-29,273027.0,-180.0,179.94,"(-180.0,179.94)",16.2087,81.0961,6576.5796,125.27,179.94,-40.7,-180.0,-44.95
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012289_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-10-15,273139.0,-178.76,174.55,"(-178.76,174.55)",54.969,84.4082,7124.739,125.27,174.55,119.16,-178.76,-47.41
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012305_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-10-31,273016.0,-173.77,179.53,"(-173.77,179.53)",65.7342,80.3218,6451.5917,120.53,179.53,117.59,-173.77,-53.19
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012321_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-11-16,273118.0,-174.75,179.09,"(-174.75,179.09)",47.6492,84.7817,7187.9289,119.2,179.09,111.86,-174.75,-54.15
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012337_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-12-02,273000.0,-173.54,178.25,"(-173.54,178.25)",39.9041,87.3237,7625.423,119.94,178.25,115.45,-173.54,-55.79
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2012353_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2012-12-18,273285.0,-179.85,179.93,"(-179.85,179.93)",16.7006,85.8472,7369.7339,120.8,179.93,-51.87,-179.85,-54.49
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013001_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-01-01,272889.0,-178.69,170.76,"(-178.69,170.76)",27.2461,86.5288,7487.2366,122.46,170.76,-43.05,-178.69,-52.19
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013017_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-01-17,273080.0,-175.84,174.13,"(-175.84,174.13)",18.1476,84.4984,7139.9852,124.22,174.13,-45.7,-175.84,-49.9
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013033_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-02-02,272994.0,-169.9,178.46,"(-169.9,178.46)",7.7764,79.0484,6248.6529,128.24,178.46,-42.77,-169.9,-43.86
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013049_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-02-18,272914.0,-179.99,179.99,"(-179.99,179.99)",46.7482,87.3405,7628.362,136.11,179.99,16.25,-179.99,-38.77
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013065_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-03-06,273050.0,-179.81,179.95,"(-179.81,179.95)",71.7792,85.2335,7264.7442,142.44,179.95,135.59,-179.81,-31.26
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013081_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-03-22,273021.0,-179.83,177.29,"(-179.83,177.29)",78.4011,85.6448,7335.0254,152.01,177.29,147.92,-179.83,-21.78
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013097_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-04-07,273224.0,-179.99,179.91,"(-179.99,179.91)",119.1633,74.346,5527.3277,162.13,179.91,157.31,104.89,139.21
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013113_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-04-23,273104.0,-180.0,179.99,"(-180.0,179.99)",79.186,112.3889,12631.26,173.2,179.99,161.53,-180.0,-3.16
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013129_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-05-09,273202.0,-180.0,179.99,"(-180.0,179.99)",-82.4991,116.9018,13666.039,9.05,179.99,-168.76,-180.0,-173.72
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013145_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-05-25,273108.0,-179.99,179.97,"(-179.99,179.97)",-108.6128,83.792,7021.0945,14.79,179.97,-157.6,-179.99,-162.25
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013161_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-06-10,273014.0,-179.99,179.98,"(-179.99,179.98)",-84.4113,88.3748,7810.1125,20.97,179.98,-151.78,-179.99,-156.31
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013177_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-06-26,273173.0,-179.98,179.95,"(-179.98,179.95)",-60.3109,91.6801,8405.2348,20.34,179.95,17.46,-179.98,-156.18
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013193_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-07-12,273011.0,-180.0,179.99,"(-180.0,179.99)",-108.6298,85.5304,7315.4535,10.41,179.99,-160.73,-180.0,-165.09
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013209_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-07-28,273001.0,-180.0,179.99,"(-180.0,179.99)",-62.4509,146.821,21556.4197,7.35,179.99,-171.79,-180.0,-176.97
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013225_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-08-13,273103.0,-179.96,179.96,"(-179.96,179.96)",99.2334,83.3244,6942.9604,165.79,179.96,155.44,-179.96,-5.34
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013241_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-08-29,273086.0,-179.96,179.93,"(-179.96,179.93)",76.6917,84.199,7089.4764,150.49,179.93,139.36,-179.96,-18.14
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013257_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-09-14,273108.0,-176.08,177.82,"(-176.08,177.82)",44.8798,82.0696,6735.4232,132.13,177.82,-21.96,-176.08,-27.9
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013273_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-09-30,272872.0,-179.84,179.78,"(-179.84,179.78)",31.4673,84.3962,7122.7137,128.29,179.78,-38.67,-179.84,-42.79
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013289_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-10-16,273085.0,-179.58,173.3,"(-179.58,173.3)",33.8304,86.4206,7468.5256,123.67,173.3,-21.85,-179.58,-50.0
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013305_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-11-01,273223.0,-173.87,179.55,"(-173.87,179.55)",42.9028,86.5313,7487.6575,120.43,179.55,117.02,-173.87,-54.84
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013321_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-11-17,272839.0,-174.71,178.99,"(-174.71,178.99)",8.4561,83.9199,7042.5522,116.28,178.99,-53.81,-174.71,-57.33
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013337_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-12-03,272895.0,-174.33,178.72,"(-174.33,178.72)",47.2774,86.3,7447.6837,120.36,178.72,116.41,-174.33,-55.43
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2013353_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2013-12-19,273357.0,-179.94,179.91,"(-179.94,179.91)",-7.9012,76.5966,5867.0458,97.64,179.91,-52.54,-179.94,-55.31
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014001_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-01-01,272973.0,-178.5,170.98,"(-178.5,170.98)",-17.958,68.2385,4656.4988,-46.2,-36.5,-50.18,-62.37,-52.67
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014017_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-01-17,273072.0,-174.31,175.33,"(-174.31,175.33)",59.0855,85.8181,7364.7464,129.07,175.33,126.48,-174.31,-47.48
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014033_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-02-02,272844.0,-171.23,179.17,"(-171.23,179.17)",15.6537,81.9956,6723.2719,127.08,179.17,-40.99,-171.23,-44.65
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014049_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-02-18,273080.0,-179.54,179.84,"(-179.54,179.84)",91.0261,77.0016,5929.2405,138.34,179.84,135.84,-179.54,-16.38
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014065_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-03-06,273037.0,-179.6,179.33,"(-179.6,179.33)",46.6901,86.3515,7456.5859,140.26,179.33,-24.39,-179.6,-31.36
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014081_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-03-22,273082.0,-179.93,179.95,"(-179.93,179.95)",110.741,74.9784,5621.7653,153.53,179.95,151.01,104.28,133.76
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014097_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-04-07,273059.0,-179.95,179.98,"(-179.95,179.98)",77.2341,89.2518,7965.8923,161.17,179.98,143.2,-179.95,-15.13
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014113_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-04-23,273225.0,-180.0,179.99,"(-180.0,179.99)",58.4504,143.8815,20701.8902,174.43,179.99,166.89,-180.0,-9.02
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014129_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-05-09,273120.0,-180.0,179.99,"(-180.0,179.99)",-61.6717,104.3376,10886.3395,15.92,179.99,6.91,-180.0,-169.79
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014145_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-05-25,273075.0,-180.0,179.97,"(-180.0,179.97)",-63.9032,99.1324,9827.2338,20.09,179.97,7.19,-180.0,-161.63
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014161_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-06-10,273059.0,-179.96,179.94,"(-179.96,179.94)",-56.0447,86.3195,7451.0551,20.35,179.94,17.72,-179.96,-152.45
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014177_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-06-26,273116.0,-179.93,179.96,"(-179.93,179.96)",-82.0949,87.9076,7727.7469,19.59,179.96,-152.91,-179.93,-156.16
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014193_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-07-12,272976.0,-179.99,179.99,"(-179.99,179.99)",-90.9052,91.9033,8446.2137,14.58,179.99,-159.76,-179.99,-167.6
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014209_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-07-28,272988.0,-180.0,179.99,"(-180.0,179.99)",3.9059,128.7821,16584.8332,174.43,179.99,2.42,-180.0,-169.84
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014225_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-08-13,272973.0,-180.0,179.97,"(-180.0,179.97)",94.653,86.0306,7401.2709,165.32,179.97,160.68,-180.0,-5.65
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014241_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-08-29,273037.0,-179.91,179.98,"(-179.91,179.98)",67.7971,86.266,7441.8224,149.58,179.98,140.65,-179.91,-21.21
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014257_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-09-14,272783.0,-179.98,179.89,"(-179.98,179.89)",58.3414,87.1104,7588.2305,136.72,179.89,133.27,-179.98,-39.1
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014273_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-09-30,273161.0,-175.25,179.17,"(-175.25,179.17)",51.0336,86.209,7431.9845,128.4,179.17,120.76,-175.25,-46.65
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014289_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-10-16,273152.0,-179.74,179.96,"(-179.74,179.96)",74.0005,77.8569,6061.6956,123.55,179.96,120.73,-179.74,-47.14
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014305_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-11-01,273231.0,-179.82,179.92,"(-179.82,179.92)",10.9942,84.0793,7069.332,117.61,179.92,-52.41,-179.82,-55.81
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014321_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-11-17,273108.0,-174.93,178.38,"(-174.93,178.38)",37.9869,86.8822,7548.5205,118.96,178.38,107.28,-174.93,-56.35
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014337_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-12-03,272937.0,-174.42,179.01,"(-174.42,179.01)",9.674,84.1695,7084.4992,117.79,179.01,-53.55,-174.42,-56.37
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2014353_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2014-12-19,273409.0,-179.88,179.88,"(-179.88,179.88)",81.0409,75.1222,5643.3466,123.49,133.79,122.69,106.32,116.62
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015001_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-01-01,272900.0,-178.15,171.74,"(-178.15,171.74)",16.2189,84.6991,7173.9299,121.93,171.74,-48.29,-178.15,-52.42
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015017_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-01-17,273181.0,-175.84,172.12,"(-175.84,172.12)",73.1467,80.4922,6478.996,126.87,172.12,125.54,-175.84,-47.49
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015033_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-02-02,272997.0,-172.92,179.78,"(-172.92,179.78)",50.6518,85.9667,7390.272,131.0,179.78,115.58,-172.92,-43.09
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015049_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-02-18,272954.0,-179.97,179.93,"(-179.97,179.93)",61.3249,85.3252,7280.3878,135.48,179.93,127.7,-179.97,-37.6
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015065_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-03-06,273084.0,-179.8,179.92,"(-179.8,179.92)",65.6893,85.3641,7287.0231,139.79,179.92,134.15,-179.8,-32.45
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015081_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-03-22,273222.0,-179.92,179.89,"(-179.92,179.89)",35.951,83.2027,6922.6856,146.7,179.89,-22.04,-179.92,-25.72
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015097_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-04-07,273126.0,-179.97,179.94,"(-179.97,179.94)",115.179,74.3393,5526.3308,157.3,179.94,154.27,101.55,134.97
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015113_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-04-23,273341.0,-180.0,179.99,"(-180.0,179.99)",75.73,101.5082,10303.9243,169.2,179.99,121.03,-180.0,-1.59
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015129_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-05-09,273176.0,-180.0,179.99,"(-180.0,179.99)",-48.351,103.8181,10778.1893,13.09,179.99,8.1,-180.0,-168.62
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015145_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-05-25,273119.0,-180.0,179.98,"(-180.0,179.98)",-67.6141,98.6458,9731.0007,21.02,179.98,-150.49,-180.0,-160.12
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015161_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-06-10,273184.0,-179.99,179.99,"(-179.99,179.99)",-127.3572,68.5137,4694.1288,-153.66,-145.91,-156.29,-166.58,-158.83
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015177_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-06-26,272946.0,-180.0,179.98,"(-180.0,179.98)",-64.7582,89.9842,8097.1572,20.08,179.98,16.145,-180.0,-156.06
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015193_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-07-12,272996.0,-179.99,179.96,"(-179.99,179.96)",-39.3651,84.2375,7095.9514,18.45,179.96,15.97,-179.99,-159.09
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015209_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-07-28,273062.0,-180.0,179.99,"(-180.0,179.99)",-8.1892,90.5235,8194.5003,8.68,19.46,6.03,-2.15,1.46
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015225_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-08-13,273031.0,-180.0,179.95,"(-180.0,179.95)",62.9439,85.2603,7269.3106,165.6,179.95,-3.18,-180.0,-8.38
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015241_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-08-29,272992.0,-179.99,179.83,"(-179.99,179.83)",73.2579,84.5144,7142.6867,149.68,179.83,141.25,-179.99,-19.61
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015257_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-09-14,273109.0,-168.46,179.37,"(-168.46,179.37)",40.8039,83.1239,6909.5903,132.3,179.37,-33.07,-168.46,-34.65
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015273_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-09-30,273205.0,-179.74,179.99,"(-179.74,179.99)",95.6932,70.7704,5008.451,134.45,157.82,130.55,95.52,118.87
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015289_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-10-16,273177.0,-178.07,172.65,"(-178.07,172.65)",70.892,81.3125,6611.723,127.01,172.65,124.72,-178.07,-48.42
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015305_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-11-01,273164.0,-172.52,179.24,"(-172.52,179.24)",-12.4201,74.2512,5513.24,-51.69,-47.46,-53.57,-59.06,-54.65
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015321_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-11-17,273160.0,-174.74,178.57,"(-174.74,178.57)",64.4912,80.9206,6548.1411,119.84,178.57,117.45,-174.74,-54.86
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015337_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-12-03,273017.0,-174.32,179.35,"(-174.32,179.35)",17.8139,85.783,7358.7281,117.73,179.35,-50.63,-174.32,-56.8
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2015353_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2015-12-19,273296.0,-179.92,179.97,"(-179.92,179.97)",-20.4715,69.3071,4803.4701,-49.69,-40.28,-54.18,-65.36,-55.97
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2016001_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2016-01-01,273013.0,-179.67,172.18,"(-179.67,172.18)",63.8746,82.7311,6844.4314,123.73,172.18,121.33,-179.67,-51.53
