File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A1_006__500m_16_days_EVI_doy2014305_aid0001,_500m_16_days_EVI,aid0001,2014-11-01,273231.0,-0.0739,0.598,"(-0.0739,0.598)",0.2734,0.0786,0.0062,0.3238,0.4802,0.2685,0.0631,0.2195
MOD13A1_006__500m_16_days_EVI_doy2014321_aid0001,_500m_16_days_EVI,aid0001,2014-11-17,273108.0,-0.0702,0.5293,"(-0.0702,0.5293)",0.2471,0.064,0.0041,0.2873,0.4085,0.2441,0.0853,0.2065
MOD13A1_006__500m_16_days_EVI_doy2014337_aid0001,_500m_16_days_EVI,aid0001,2014-12-03,272937.0,-0.0661,0.5237,"(-0.0661,0.5237)",0.2375,0.0607,0.0037,0.2764,0.3926,0.2349,0.0827,0.1989
MOD13A1_006__500m_16_days_EVI_doy2014353_aid0001,_500m_16_days_EVI,aid0001,2014-12-19,273225.0,-0.0737,0.4928,"(-0.0737,0.4928)",0.2241,0.0588,0.0035,0.262,0.3766,0.222,0.071,0.1856
MOD13A1_006__500m_16_days_EVI_doy2015001_aid0001,_500m_16_days_EVI,aid0001,2015-01-01,272900.0,-0.0686,0.5147,"(-0.0686,0.5147)",0.219,0.0604,0.0036,0.2586,0.3784,0.2165,0.059,0.1787
MOD13A1_006__500m_16_days_EVI_doy2015017_aid0001,_500m_16_days_EVI,aid0001,2015-01-17,273181.0,-0.0814,0.4896,"(-0.0814,0.4896)",0.2049,0.0563,0.0032,0.2398,0.3473,0.2016,0.0607,0.1681
MOD13A1_006__500m_16_days_EVI_doy2015033_aid0001,_500m_16_days_EVI,aid0001,2015-02-02,273053.0,-0.0607,0.531,"(-0.0607,0.531)",0.1947,0.0578,0.0033,0.2304,0.3427,0.1907,0.0432,0.1555
MOD13A1_006__500m_16_days_EVI_doy2015049_aid0001,_500m_16_days_EVI,aid0001,2015-02-18,273070.0,-0.0623,0.4907,"(-0.0623,0.4907)",0.1834,0.0571,0.0033,0.2171,0.327,0.1778,0.0339,0.1438
MOD13A1_006__500m_16_days_EVI_doy2015065_aid0001,_500m_16_days_EVI,aid0001,2015-03-06,273084.0,-0.0689,0.5295,"(-0.0689,0.5295)",0.1864,0.059,0.0035,0.2203,0.3325,0.177,0.0333,0.1455
MOD13A1_006__500m_16_days_EVI_doy2015081_aid0001,_500m_16_days_EVI,aid0001,2015-03-22,273222.0,-0.0732,0.5159,"(-0.0732,0.5159)",0.1877,0.0583,0.0034,0.2211,0.3309,0.1806,0.0381,0.1479
MOD13A1_006__500m_16_days_EVI_doy2015097_aid0001,_500m_16_days_EVI,aid0001,2015-04-07,273126.0,-0.1016,0.5123,"(-0.1016,0.5123)",0.1736,0.0556,0.0031,0.2048,0.3099,0.1647,0.0296,0.1347
MOD13A1_006__500m_16_days_EVI_doy2015113_aid0001,_500m_16_days_EVI,aid0001,2015-04-23,273341.0,-0.0739,0.5194,"(-0.0739,0.5194)",0.169,0.0581,0.0034,0.2017,0.3152,0.162,0.0126,0.126
MOD13A1_006__500m_16_days_EVI_doy2015129_aid0001,_500m_16_days_EVI,aid0001,2015-05-09,273180.0,-0.0788,0.5248,"(-0.0788,0.5248)",0.1676,0.0612,0.0037,0.2037,0.3292,0.1601,-0.0055,0.12
MOD13A1_006__500m_16_days_EVI_doy2015145_aid0001,_500m_16_days_EVI,aid0001,2015-05-25,273119.0,-0.0921,0.489,"(-0.0921,0.489)",0.1639,0.0631,0.004,0.2003,0.33,0.155,-0.0159,0.1138
MOD13A1_006__500m_16_days_EVI_doy2015161_aid0001,_500m_16_days_EVI,aid0001,2015-06-10,273184.0,-0.0726,0.6198,"(-0.0726,0.6198)",0.162,0.0762,0.0058,0.2059,0.3548,0.1486,-0.0421,0.1066
MOD13A1_006__500m_16_days_EVI_doy2015177_aid0001,_500m_16_days_EVI,aid0001,2015-06-26,272946.0,-0.1229,0.7485,"(-0.1229,0.7485)",0.2545,0.1035,0.0107,0.3208,0.5405,0.2389,-0.0454,0.1743
MOD13A1_006__500m_16_days_EVI_doy2015193_aid0001,_500m_16_days_EVI,aid0001,2015-07-12,272996.0,-0.1163,0.7974,"(-0.1163,0.7974)",0.2428,0.1228,0.0151,0.3171,0.5658,0.2172,-0.0973,0.1513
MOD13A1_006__500m_16_days_EVI_doy2015209_aid0001,_500m_16_days_EVI,aid0001,2015-07-28,273062.0,-0.1201,0.8342,"(-0.1201,0.8342)",0.2628,0.1326,0.0176,0.35,0.6339,0.2456,-0.1201,0.1607
MOD13A1_006__500m_16_days_EVI_doy2015225_aid0001,_500m_16_days_EVI,aid0001,2015-08-13,273031.0,-0.1499,0.9181,"(-0.1499,0.9181)",0.3764,0.1547,0.0239,0.4917,0.8483,0.3739,-0.1028,0.2539
MOD13A1_006__500m_16_days_EVI_doy2015241_aid0001,_500m_16_days_EVI,aid0001,2015-08-29,272992.0,-0.105,0.8784,"(-0.105,0.8784)",0.3765,0.1581,0.025,0.5037,0.8784,0.3707,-0.105,0.2463
MOD13A1_006__500m_16_days_EVI_doy2015257_aid0001,_500m_16_days_EVI,aid0001,2015-09-14,273109.0,-0.1306,0.7056,"(-0.1306,0.7056)",0.3925,0.1113,0.0124,0.4845,0.7056,0.4094,0.0408,0.307
MOD13A1_006__500m_16_days_EVI_doy2015273_aid0001,_500m_16_days_EVI,aid0001,2015-09-30,273215.0,-0.0724,0.6523,"(-0.0724,0.6523)",0.3559,0.117,0.0137,0.4627,0.6523,0.346,-0.0371,0.2582
MOD13A1_006__500m_16_days_EVI_doy2015289_aid0001,_500m_16_days_EVI,aid0001,2015-10-16,273177.0,-0.0657,0.5954,"(-0.0657,0.5954)",0.3269,0.0932,0.0087,0.4026,0.5954,0.3269,0.0264,0.2521
MOD13A1_006__500m_16_days_EVI_doy2015305_aid0001,_500m_16_days_EVI,aid0001,2015-11-01,273164.0,-0.0629,0.594,"(-0.0629,0.594)",0.2929,0.0805,0.0065,0.3461,0.5099,0.2881,0.0731,0.2369
MOD13A1_006__500m_16_days_EVI_doy2015321_aid0001,_500m_16_days_EVI,aid0001,2015-11-17,273160.0,-0.0598,0.5263,"(-0.0598,0.5263)",0.2553,0.0712,0.0051,0.3016,0.4432,0.2512,0.0656,0.2072
MOD13A1_006__500m_16_days_EVI_doy2015337_aid0001,_500m_16_days_EVI,aid0001,2015-12-03,273022.0,-0.0616,0.5538,"(-0.0616,0.5538)",0.2374,0.069,0.0048,0.2808,0.4149,0.2333,0.0573,0.1914
MOD13A1_006__500m_16_days_EVI_doy2015353_aid0001,_500m_16_days_EVI,aid0001,2015-12-19,273271.0,-0.082,0.5593,"(-0.082,0.5593)",0.2268,0.0651,0.0042,0.2679,0.3948,0.2244,0.0564,0.1833
MOD13A1_006__500m_16_days_EVI_doy2016001_aid0001,_500m_16_days_EVI,aid0001,2016-01-01,273013.0,-0.0601,0.5153,"(-0.0601,0.5153)",0.2041,0.0566,0.0032,0.2403,0.3517,0.2025,0.0546,0.166
MOD13A1_006__500m_16_days_EVI_doy2016017_aid0001,_500m_16_days_EVI,aid0001,2016-01-17,272905.0,-0.0565,0.4843,"(-0.0565,0.4843)",0.1909,0.0589,0.0035,0.2294,0.3527,0.1891,0.0239,0.1472
MOD13A1_006__500m_16_days_EVI_doy2016033_aid0001,_500m_16_days_EVI,aid0001,2016-02-02,273030.0,-0.0711,0.4995,"(-0.0711,0.4995)",0.1803,0.0569,0.0032,0.2154,0.3319,0.1777,0.0216,0.1377
MOD13A1_006__500m_16_days_EVI_doy2016049_aid0001,_500m_16_days_EVI,aid0001,2016-02-18,273028.0,-0.0669,0.5259,"(-0.0669,0.5259)",0.1884,0.0616,0.0038,0.2237,0.3428,0.1839,0.0252,0.1443
MOD13A1_006__500m_16_days_EVI_doy2016065_aid0001,_500m_16_days_EVI,aid0001,2016-03-05,273104.0,-0.0729,0.5277,"(-0.0729,0.5277)",0.1686,0.0547,0.003,0.2009,0.3114,0.1651,0.0167,0.1272
MOD13A1_006__500m_16_days_EVI_doy2016097_aid0001,_500m_16_days_EVI,aid0001,2016-04-06,273186.0,-0.072,0.5009,"(-0.072,0.5009)",0.1546,0.054,0.0029,0.1872,0.3015,0.1505,-0.0033,0.111
MOD13A1_006__500m_16_days_EVI_doy2016113_aid0001,_500m_16_days_EVI,aid0001,2016-04-22,273163.0,-0.0895,0.4874,"(-0.0895,0.4874)",0.1524,0.0556,0.0031,0.1863,0.304,0.1456,-0.0098,0.1078
MOD13A1_006__500m_16_days_EVI_doy2016129_aid0001,_500m_16_days_EVI,aid0001,2016-05-08,273095.0,-0.0895,0.4914,"(-0.0895,0.4914)",0.1493,0.0536,0.0029,0.1819,0.2966,0.1439,-0.0092,0.1054
MOD13A1_006__500m_16_days_EVI_doy2016145_aid0001,_500m_16_days_EVI,aid0001,2016-05-24,273095.0,-0.0767,0.4594,"(-0.0767,0.4594)",0.1484,0.0589,0.0035,0.1834,0.3071,0.1391,-0.0228,0.1009
MOD13A1_006__500m_16_days_EVI_doy2016161_aid0001,_500m_16_days_EVI,aid0001,2016-06-09,273023.0,-0.0833,0.5801,"(-0.0833,0.5801)",0.1539,0.0605,0.0037,0.1911,0.319,0.1426,-0.0219,0.1058
MOD13A1_006__500m_16_days_EVI_doy2016177_aid0001,_500m_16_days_EVI,aid0001,2016-06-25,273027.0,-0.1577,0.687,"(-0.1577,0.687)",0.0881,0.0668,0.0045,0.1137,0.2206,0.0703,-0.0623,0.0424
MOD13A1_006__500m_16_days_EVI_doy2016193_aid0001,_500m_16_days_EVI,aid0001,2016-07-11,272965.0,-0.1735,0.7077,"(-0.1735,0.7077)",0.1703,0.0916,0.0084,0.2196,0.3924,0.1546,-0.0679,0.1044
MOD13A1_006__500m_16_days_EVI_doy2016209_aid0001,_500m_16_days_EVI,aid0001,2016-07-27,272971.0,-0.1194,0.8112,"(-0.1194,0.8112)",0.1911,0.1156,0.0134,0.2631,0.5065,0.1711,-0.1194,0.1008
MOD13A1_006__500m_16_days_EVI_doy2016225_aid0001,_500m_16_days_EVI,aid0001,2016-08-12,272963.0,-0.1504,0.8562,"(-0.1504,0.8562)",0.3266,0.1337,0.0179,0.419,0.7064,0.3277,-0.0604,0.2272
MOD13A1_006__500m_16_days_EVI_doy2016241_aid0001,_500m_16_days_EVI,aid0001,2016-08-28,273045.0,-0.1356,0.8804,"(-0.1356,0.8804)",0.3929,0.1323,0.0175,0.4852,0.7638,0.3951,0.0205,0.2993
MOD13A1_006__500m_16_days_EVI_doy2016257_aid0001,_500m_16_days_EVI,aid0001,2016-09-13,273053.0,-0.1292,0.8859,"(-0.1292,0.8859)",0.3956,0.1312,0.0172,0.4862,0.7547,0.3938,0.038,0.3069
MOD13A1_006__500m_16_days_EVI_doy2016273_aid0001,_500m_16_days_EVI,aid0001,2016-09-29,273047.0,-0.1308,0.7347,"(-0.1308,0.7347)",0.418,0.1106,0.0122,0.5108,0.7347,0.4223,0.0771,0.3373
MOD13A1_006__500m_16_days_EVI_doy2016289_aid0001,_500m_16_days_EVI,aid0001,2016-10-15,273071.0,-0.096,0.6575,"(-0.096,0.6575)",0.3365,0.0869,0.0075,0.4024,0.5918,0.3363,0.0858,0.2757
MOD13A1_006__500m_16_days_EVI_doy2016305_aid0001,_500m_16_days_EVI,aid0001,2016-10-31,273150.0,-0.0994,0.5976,"(-0.0994,0.5976)",0.2803,0.0761,0.0058,0.3334,0.4927,0.2748,0.0679,0.2272
MOD13A1_006__500m_16_days_EVI_doy2016321_aid0001,_500m_16_days_EVI,aid0001,2016-11-16,272827.0,-0.0823,0.5168,"(-0.0823,0.5168)",0.2503,0.0682,0.0047,0.2932,0.4231,0.2441,0.0767,0.2066
MOD13A1_006__500m_16_days_EVI_doy2016337_aid0001,_500m_16_days_EVI,aid0001,2016-12-02,272915.0,-0.0998,0.4963,"(-0.0998,0.4963)",0.2373,0.0606,0.0037,0.2749,0.3859,0.2351,0.0899,0.2009
MOD13A1_006__500m_16_days_EVI_doy2016353_aid0001,_500m_16_days_EVI,aid0001,2016-12-18,272857.0,-0.09,0.5131,"(-0.09,0.5131)",0.2291,0.0591,0.0035,0.2665,0.3761,0.2284,0.0838,0.1934
MOD13A1_006__500m_16_days_EVI_doy2017001_aid0001,_500m_16_days_EVI,aid0001,2017-01-01,272991.0,-0.0859,0.4991,"(-0.0859,0.4991)",0.2222,0.0584,0.0034,0.2586,0.3667,0.2207,0.0784,0.1865
MOD13A1_006__500m_16_days_EVI_doy2017017_aid0001,_500m_16_days_EVI,aid0001,2017-01-17,273092.0,-0.073,0.5168,"(-0.073,0.5168)",0.2093,0.0567,0.0032,0.2435,0.3474,0.2074,0.0703,0.1742
MOD13A1_006__500m_16_days_EVI_doy2017033_aid0001,_500m_16_days_EVI,aid0001,2017-02-02,273161.0,-0.0775,0.4899,"(-0.0775,0.4899)",0.2009,0.056,0.0031,0.2333,0.3347,0.1972,0.0643,0.1657
MOD13A1_006__500m_16_days_EVI_doy2017049_aid0001,_500m_16_days_EVI,aid0001,2017-02-18,273022.0,-0.0664,0.4856,"(-0.0664,0.4856)",0.1894,0.0534,0.0028,0.2198,0.3176,0.1848,0.0568,0.1546
MOD13A1_006__500m_16_days_EVI_doy2017065_aid0001,_500m_16_days_EVI,aid0001,2017-03-06,273153.0,-0.0672,0.4852,"(-0.0672,0.4852)",0.1843,0.052,0.0027,0.2147,0.3132,0.18,0.0505,0.149
MOD13A1_006__500m_16_days_EVI_doy2017081_aid0001,_500m_16_days_EVI,aid0001,2017-03-22,273129.0,-0.0671,0.4901,"(-0.0671,0.4901)",0.1776,0.0519,0.0027,0.2075,0.3062,0.172,0.043,0.1417
MOD13A1_006__500m_16_days_EVI_doy2017097_aid0001,_500m_16_days_EVI,aid0001,2017-04-07,273166.0,-0.077,0.48,"(-0.077,0.48)",0.1713,0.05,0.0025,0.2,0.2964,0.1658,0.0394,0.1357
MOD13A1_006__500m_16_days_EVI_doy2017113_aid0001,_500m_16_days_EVI,aid0001,2017-04-23,273212.0,-0.1138,0.4592,"(-0.1138,0.4592)",0.1696,0.0516,0.0027,0.1993,0.3007,0.1632,0.0304,0.1317
MOD13A1_006__500m_16_days_EVI_doy2017129_aid0001,_500m_16_days_EVI,aid0001,2017-05-09,273201.0,-0.0732,0.494,"(-0.0732,0.494)",0.1727,0.0608,0.0037,0.2092,0.3362,0.1651,-0.0025,0.1245
MOD13A1_006__500m_16_days_EVI_doy2017145_aid0001,_500m_16_days_EVI,aid0001,2017-05-25,273122.0,-0.07,0.5421,"(-0.07,0.5421)",0.1662,0.0584,0.0034,0.196,0.3052,0.1587,0.0141,0.1232
MOD13A1_006__500m_16_days_EVI_doy2017161_aid0001,_500m_16_days_EVI,aid0001,2017-06-10,273133.0,-0.0745,0.7398,"(-0.0745,0.7398)",0.2215,0.0899,0.0081,0.2804,0.4733,0.2058,-0.041,0.1518
MOD13A1_006__500m_16_days_EVI_doy2017177_aid0001,_500m_16_days_EVI,aid0001,2017-06-26,273018.0,-0.1309,0.8021,"(-0.1309,0.8021)",0.2571,0.1201,0.0144,0.3302,0.5741,0.238,-0.075,0.1676
MOD13A1_006__500m_16_days_EVI_doy2017193_aid0001,_500m_16_days_EVI,aid0001,2017-07-12,272984.0,-0.1939,0.842,"(-0.1939,0.842)",0.1917,0.1091,0.0119,0.2555,0.4728,0.1742,-0.1051,0.1106
MOD13A1_006__500m_16_days_EVI_doy2017209_aid0001,_500m_16_days_EVI,aid0001,2017-07-28,273040.0,-0.1343,0.8277,"(-0.1343,0.8277)",0.3309,0.131,0.0172,0.4249,0.7138,0.3262,-0.0563,0.2323
MOD13A1_006__500m_16_days_EVI_doy2017225_aid0001,_500m_16_days_EVI,aid0001,2017-08-13,273074.0,-0.1411,0.8739,"(-0.1411,0.8739)",0.3447,0.1336,0.0178,0.4444,0.7456,0.343,-0.0583,0.2433
MOD13A1_006__500m_16_days_EVI_doy2017241_aid0001,_500m_16_days_EVI,aid0001,2017-08-29,273049.0,-0.1396,0.9326,"(-0.1396,0.9326)",0.4378,0.1301,0.0169,0.5352,0.8169,0.4478,0.0642,0.3468
MOD13A1_006__500m_16_days_EVI_doy2017257_aid0001,_500m_16_days_EVI,aid0001,2017-09-14,273070.0,-0.0696,0.8276,"(-0.0696,0.8276)",0.4067,0.1084,0.0117,0.4871,0.7133,0.4058,0.1101,0.3363
MOD13A1_006__500m_16_days_EVI_doy2017273_aid0001,_500m_16_days_EVI,aid0001,2017-09-30,273162.0,-0.0662,0.6965,"(-0.0662,0.6965)",0.3696,0.0931,0.0087,0.4439,0.6569,0.376,0.0863,0.3006
MOD13A1_006__500m_16_days_EVI_doy2017289_aid0001,_500m_16_days_EVI,aid0001,2017-10-16,273151.0,-0.0617,0.6979,"(-0.0617,0.6979)",0.3529,0.0799,0.0064,0.4088,0.5696,0.3535,0.1408,0.3016
MOD13A1_006__500m_16_days_EVI_doy2017305_aid0001,_500m_16_days_EVI,aid0001,2017-11-01,273222.0,-0.0574,0.5928,"(-0.0574,0.5928)",0.3007,0.0713,0.0051,0.3469,0.4819,0.2991,0.1219,0.2569
MOD13A1_006__500m_16_days_EVI_doy2017321_aid0001,_500m_16_days_EVI,aid0001,2017-11-17,273028.0,-0.0424,0.5508,"(-0.0424,0.5508)",0.2713,0.0666,0.0044,0.3126,0.4362,0.2687,0.1066,0.2302
MOD13A1_006__500m_16_days_EVI_doy2017337_aid0001,_500m_16_days_EVI,aid0001,2017-12-03,273196.0,-0.0613,0.578,"(-0.0613,0.578)",0.2608,0.0641,0.0041,0.3018,0.424,0.2592,0.0981,0.2203
MOD13A1_006__500m_16_days_EVI_doy2017353_aid0001,_500m_16_days_EVI,aid0001,2017-12-19,273086.0,-0.0545,0.5471,"(-0.0545,0.5471)",0.2518,0.0658,0.0043,0.2951,0.4263,0.2495,0.0764,0.2076
MOD13A1_006__500m_16_days_EVI_doy2018001_aid0001,_500m_16_days_EVI,aid0001,2018-01-01,273079.0,-0.0672,0.4999,"(-0.0672,0.4999)",0.2232,0.0563,0.0032,0.2594,0.3666,0.2236,0.0807,0.1879
MOD13A1_006__500m_16_days_EVI_doy2018017_aid0001,_500m_16_days_EVI,aid0001,2018-01-17,272958.0,-0.0598,0.4987,"(-0.0598,0.4987)",0.223,0.0616,0.0038,0.2627,0.3848,0.2215,0.0592,0.1813
MOD13A1_006__500m_16_days_EVI_doy2018033_aid0001,_500m_16_days_EVI,aid0001,2018-02-02,273009.0,-0.0579,0.5006,"(-0.0579,0.5006)",0.2071,0.0601,0.0036,0.2452,0.3634,0.2024,0.0484,0.1664
MOD13A1_006__500m_16_days_EVI_doy2018049_aid0001,_500m_16_days_EVI,aid0001,2018-02-18,273289.0,-0.0513,0.4846,"(-0.0513,0.4846)",0.2015,0.0571,0.0033,0.2366,0.3477,0.197,0.0514,0.1625
MOD13A1_006__500m_16_days_EVI_doy2018065_aid0001,_500m_16_days_EVI,aid0001,2018-03-06,273199.0,-0.0589,0.4746,"(-0.0589,0.4746)",0.1815,0.0538,0.0029,0.214,0.3178,0.1741,0.0411,0.1448
MOD13A1_006__500m_16_days_EVI_doy2018081_aid0001,_500m_16_days_EVI,aid0001,2018-03-22,273061.0,-0.0667,0.5163,"(-0.0667,0.5163)",0.1885,0.0558,0.0031,0.2233,0.3344,0.1832,0.0381,0.1492
MOD13A1_006__500m_16_days_EVI_doy2018097_aid0001,_500m_16_days_EVI,aid0001,2018-04-07,273108.0,-0.0712,0.4639,"(-0.0712,0.4639)",0.1768,0.0527,0.0028,0.2094,0.3157,0.1715,0.0322,0.1385
MOD13A1_006__500m_16_days_EVI_doy2018113_aid0001,_500m_16_days_EVI,aid0001,2018-04-23,273106.0,-0.0678,0.5674,"(-0.0678,0.5674)",0.1778,0.0572,0.0033,0.2115,0.3261,0.1719,0.0205,0.1351
MOD13A1_006__500m_16_days_EVI_doy2018129_aid0001,_500m_16_days_EVI,aid0001,2018-05-09,273188.0,-0.0562,0.4997,"(-0.0562,0.4997)",0.172,0.0579,0.0034,0.2084,0.3312,0.1647,0.004,0.1265
MOD13A1_006__500m_16_days_EVI_doy2018145_aid0001,_500m_16_days_EVI,aid0001,2018-05-25,273025.0,-0.0588,0.4413,"(-0.0588,0.4413)",0.1693,0.061,0.0037,0.2065,0.3347,0.1619,-0.007,0.121
MOD13A1_006__500m_16_days_EVI_doy2018161_aid0001,_500m_16_days_EVI,aid0001,2018-06-10,273126.0,-0.0662,0.6862,"(-0.0662,0.6862)",0.1797,0.0786,0.0062,0.2229,0.375,0.1639,-0.0297,0.1215
MOD13A1_006__500m_16_days_EVI_doy2018177_aid0001,_500m_16_days_EVI,aid0001,2018-06-26,273143.0,-0.0818,0.7448,"(-0.0818,0.7448)",0.2306,0.0998,0.01,0.2907,0.4905,0.2146,-0.0409,0.1575
MOD13A1_006__500m_16_days_EVI_doy2018193_aid0001,_500m_16_days_EVI,aid0001,2018-07-12,273086.0,-0.0657,0.5818,"(-0.0657,0.5818)",0.0828,0.0588,0.0035,0.1081,0.2095,0.0668,-0.0497,0.0405
MOD13A1_006__500m_16_days_EVI_doy2018209_aid0001,_500m_16_days_EVI,aid0001,2018-07-28,273048.0,-0.0694,0.8095,"(-0.0694,0.8095)",0.2125,0.1092,0.0119,0.2783,0.5006,0.1915,-0.0694,0.1301
MOD13A1_006__500m_16_days_EVI_doy2018225_aid0001,_500m_16_days_EVI,aid0001,2018-08-13,273010.0,-0.0685,0.9073,"(-0.0685,0.9073)",0.2507,0.1522,0.0232,0.3514,0.6838,0.2154,-0.0685,0.1298
MOD13A1_006__500m_16_days_EVI_doy2018241_aid0001,_500m_16_days_EVI,aid0001,2018-08-29,273024.0,-0.1003,0.8679,"(-0.1003,0.8679)",0.3958,0.122,0.0149,0.4817,0.7349,0.3986,0.0595,0.3128
MOD13A1_006__500m_16_days_EVI_doy2018257_aid0001,_500m_16_days_EVI,aid0001,2018-09-14,273009.0,-0.0833,0.8175,"(-0.0833,0.8175)",0.407,0.1288,0.0166,0.5101,0.7817,0.4085,-0.0014,0.3055
MOD13A1_006__500m_16_days_EVI_doy2018273_aid0001,_500m_16_days_EVI,aid0001,2018-09-30,273179.0,-0.069,0.6592,"(-0.069,0.6592)",0.3412,0.11,0.0121,0.4312,0.6592,0.3386,-0.0123,0.2538
MOD13A1_006__500m_16_days_EVI_doy2018289_aid0001,_500m_16_days_EVI,aid0001,2018-10-16,273139.0,-0.0567,0.5767,"(-0.0567,0.5767)",0.2692,0.0829,0.0069,0.3274,0.506,0.2692,0.0297,0.2083
MOD13A1_006__500m_16_days_EVI_doy2018305_aid0001,_500m_16_days_EVI,aid0001,2018-11-01,272994.0,-0.0632,0.5645,"(-0.0632,0.5645)",0.2571,0.0818,0.0067,0.3129,0.4867,0.2531,0.0232,0.197
MOD13A1_006__500m_16_days_EVI_doy2018321_aid0001,_500m_16_days_EVI,aid0001,2018-11-17,273192.0,-0.0537,0.5146,"(-0.0537,0.5146)",0.236,0.0708,0.005,0.284,0.4322,0.2323,0.037,0.1852
MOD13A1_006__500m_16_days_EVI_doy2018337_aid0001,_500m_16_days_EVI,aid0001,2018-12-03,273055.0,-0.0581,0.5556,"(-0.0581,0.5556)",0.2186,0.0654,0.0043,0.262,0.3965,0.2164,0.0379,0.1723
MOD13A1_006__500m_16_days_EVI_doy2018353_aid0001,_500m_16_days_EVI,aid0001,2018-12-19,273289.0,-0.1076,0.5219,"(-0.1076,0.5219)",0.213,0.0685,0.0047,0.259,0.4034,0.2094,0.0185,0.1627
MOD13A1_006__500m_16_days_EVI_doy2019001_aid0001,_500m_16_days_EVI,aid0001,2019-01-01,273138.0,-0.0569,0.4862,"(-0.0569,0.4862)",0.1936,0.0606,0.0037,0.2335,0.3602,0.1917,0.0223,0.149
MOD13A1_006__500m_16_days_EVI_doy2019017_aid0001,_500m_16_days_EVI,aid0001,2019-01-17,273151.0,-0.0559,0.5386,"(-0.0559,0.5386)",0.1866,0.0625,0.0039,0.2248,0.3533,0.1835,0.0108,0.1391
MOD13A1_006__500m_16_days_EVI_doy2019033_aid0001,_500m_16_days_EVI,aid0001,2019-02-02,272961.0,-0.0641,0.5655,"(-0.0641,0.5655)",0.1901,0.0667,0.0044,0.2253,0.3529,0.1856,0.0128,0.1402
MOD13A1_006__500m_16_days_EVI_doy2019049_aid0001,_500m_16_days_EVI,aid0001,2019-02-18,272497.0,-0.0543,0.512,"(-0.0543,0.512)",0.1719,0.0604,0.0037,0.2064,0.328,0.1673,0.0039,0.1253
MOD13A1_006__500m_16_days_EVI_doy2019065_aid0001,_500m_16_days_EVI,aid0001,2019-03-06,273110.0,-0.0619,0.4585,"(-0.0619,0.4585)",0.1648,0.0548,0.003,0.1976,0.311,0.1616,0.0086,0.122
MOD13A1_006__500m_16_days_EVI_doy2019081_aid0001,_500m_16_days_EVI,aid0001,2019-03-22,273165.0,-0.0495,0.4805,"(-0.0495,0.4805)",0.1577,0.0511,0.0026,0.189,0.2968,0.1551,0.0093,0.1171
MOD13A1_006__500m_16_days_EVI_doy2019097_aid0001,_500m_16_days_EVI,aid0001,2019-04-07,273139.0,-0.0532,0.4883,"(-0.0532,0.4883)",0.1607,0.0525,0.0028,0.1928,0.3029,0.1567,0.0093,0.1194
MOD13A1_006__500m_16_days_EVI_doy2019113_aid0001,_500m_16_days_EVI,aid0001,2019-04-23,273211.0,-0.094,0.5058,"(-0.094,0.5058)",0.1539,0.0521,0.0027,0.1842,0.2908,0.1485,0.0067,0.1131
MOD13A1_006__500m_16_days_EVI_doy2019129_aid0001,_500m_16_days_EVI,aid0001,2019-05-09,273154.0,-0.062,0.48,"(-0.062,0.48)",0.1573,0.0557,0.0031,0.1916,0.3114,0.1519,-0.0081,0.1117
MOD13A1_006__500m_16_days_EVI_doy2019145_aid0001,_500m_16_days_EVI,aid0001,2019-05-25,273160.0,-0.0639,0.4544,"(-0.0639,0.4544)",0.1548,0.0571,0.0033,0.1909,0.3146,0.1479,-0.0153,0.1084
MOD13A1_006__500m_16_days_EVI_doy2019161_aid0001,_500m_16_days_EVI,aid0001,2019-06-10,272988.0,-0.0657,0.6309,"(-0.0657,0.6309)",0.1557,0.0703,0.0049,0.1993,0.3464,0.141,-0.0452,0.1012
MOD13A1_006__500m_16_days_EVI_doy2019177_aid0001,_500m_16_days_EVI,aid0001,2019-06-26,273096.0,-0.063,0.7767,"(-0.063,0.7767)",0.135,0.0816,0.0067,0.1718,0.3143,0.1145,-0.063,0.0768
MOD13A1_006__500m_16_days_EVI_doy2019193_aid0001,_500m_16_days_EVI,aid0001,2019-07-12,273011.0,-0.113,0.8588,"(-0.113,0.8588)",0.2639,0.1215,0.0148,0.344,0.6029,0.2468,-0.0861,0.1714
MOD13A1_006__500m_16_days_EVI_doy2019209_aid0001,_500m_16_days_EVI,aid0001,2019-07-28,272994.0,-0.0266,0.7299,"(-0.0266,0.7299)",0.1406,0.1134,0.0129,0.1869,0.3781,0.1058,-0.0266,0.0594
MOD13A1_006__500m_16_days_EVI_doy2019225_aid0001,_500m_16_days_EVI,aid0001,2019-08-13,273006.0,-0.1166,0.9047,"(-0.1166,0.9047)",0.3723,0.1274,0.0162,0.463,0.7329,0.3785,0.0129,0.2829
MOD13A1_006__500m_16_days_EVI_doy2019241_aid0001,_500m_16_days_EVI,aid0001,2019-08-29,273040.0,-0.0889,0.8748,"(-0.0889,0.8748)",0.266,0.1337,0.0179,0.3528,0.6372,0.2388,-0.0889,0.1632
MOD13A1_006__500m_16_days_EVI_doy2019257_aid0001,_500m_16_days_EVI,aid0001,2019-09-14,272926.0,-0.1193,0.8219,"(-0.1193,0.8219)",0.4302,0.1278,0.0163,0.5209,0.7826,0.4451,0.0819,0.3453
